ID       faithfulness    informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step reasoning_alignment external_hallucination redundancy      common_sense_error missing_step    semantic_coverage_step semantic_coverage_chain discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step    grammar_step_max
0        0.644901725500822 0.7714255704730749 0.9669396281242371 0.8874413842506561 -2.9802322387695312e-08 -2.9802322387695312e-08 0.5679373519898703 0.7986798842330511 0.5030113870743662 0.8612653866448642 0.6851262599229813 0.9144943253695965 0.76501246355474 0.007949531078338623 0.0013088583946228027 0.0017441682156668738 0.19993889663997289 0.00011808537610993853 0.8249573663870493 0.34629902243614197
1        0.6694582998752594 0.7501703388988972 0.9138393551111221 0.919912445057457 0.0             -2.9802322387695312e-08 0.5640631955116987 0.819039003320432 0.49707445688545704 0.8518717534381488 0.6447327882051468 0.9135928750038147 0.7522303101141006 0.03944098949432373 0.01074284315109253 0.004634550566025148 0.20032008837816748 0.00015449738234187877 0.8844198175839015 0.7218566536903381
2        0.6837487080349371 0.7854183593717141 0.9508567154407501 0.9128708573229094 2.9802322387695312e-08 -2.9802322387695312e-08 0.57567897080802 0.8046738679048278 0.5220991391688585 0.8787279841753546 0.7056358456611633 0.9042717284308031 0.7727095428854227 0.0958297848701477 0.003250718116760254 0.0035912097501686804 0.16103070909114506 0.0001544972350017635 0.9092044555223905 0.7218559384346008
3        0.7366599117716154 0.8121388989190261 0.9766817986965179 0.9220756958957619 -8.76538885918876e-09 -2.9802322387695312e-08 0.531106130965054 0.8205059302550293 0.507031497079879 0.811417151523948 0.5708650425076485 0.8238912733892599 0.7664061058312654 0.03832042217254639 0.05795854330062866 0.06853749138002364 0.5283809368021403 0.0071105100745139215 0.9496981799602509 0.8445878028869629
4        0.6745882463822169 0.8051856374924085 0.9597366452217102 0.8707170121595641 0.0             -2.9802322387695312e-08 0.5561702041295983 0.7835725825551842 0.5053345141932368 0.8418574820154923 0.6555270552635193 0.8663263003161149 0.771322263404727 0.006374716758728027 0.0010809898376464844 0.003471661743692737 0.457054351400172 4.36446580499723e-05 0.8799812148756055 0.6614603996276855
5        0.6495535397062114 0.7254405610774661 0.9105467200279236 0.905031447314498 -1.986821485111534e-08 -2.9802322387695312e-08 0.5888110872759831 0.7858318837504088 0.44528020918369293 0.8844361792704376 0.7121849060058594 0.9489254034033009 0.7765647508203983 0.02101421356201172 0.001293778419494629 0.004338800869628025 0.23799130828380866 0.00015449738234187877 0.891540997168597 0.7218566536903381
6        0.7100150908433622 0.7619252441030356 0.9334043562412262 0.9144953908470943 -3.725290298461914e-09 -2.9802322387695312e-08 0.5393599682419952 0.7769570704953254 0.49264999106526375 0.8563752739356898 0.6097343191504478 0.9219670866525942 0.7665121592581272 0.001179516315460205 0.008596181869506836 0.0031717235446051787 0.2770890372248255 2.173467102141474e-05 0.9714282443446498 0.8242339491844177
7        0.6779593835334953 0.779208392404565 0.9469480812549591 0.9142556572442833 -5.960464477539063e-08 0.0             0.5521164144976377 0.784469584651854 0.4627067930996418 0.8857663637364475 0.7359745502471924 0.8893791576165978 0.7530192306730896 0.04408609867095947 0.005013942718505859 0.0034466234490425694 0.34331076726076537 0.00015449782436306755 0.8887568494168724 0.7218562960624695
8        0.7342205274672735 0.7812264228150958 0.9713178277015686 0.9311953907900019 -2.709302115988521e-09 -2.9802322387695312e-08 0.571318500741784 0.8250788490309551 0.491895311512053 0.8568847392954337 0.6443723440170288 0.8633494075565111 0.7919394411146641 0.03174620866775513 0.001303255558013916 0.008109483635853999 0.266464456757375 0.0001544972350017635 0.8494979639848074 0.5967507362365723
9        0.6918226313197388 0.7896086340945847 0.9429115056991577 0.924993424812825 0.0             -2.9802322387695312e-08 0.5865005870560571 0.8127441277604541 0.49054766446352005 0.9093216716196437 0.7794232368469238 0.897080900112413 0.7484003962017596 0.0016574859619140625 0.0010181069374084473 0.0011743119660605058 0.2693741505143649 5.424249939809155e-06 0.8889294682808642 0.6614606380462646
